CIUDAD;VENDEDOR;FACTURA ;FECHA;CLIENTE ;VALOR SIN IVA;VALOR CON IVA;CREDITO;VENCIMIENTO;FECHA PAGO;RADICACION;LINEA; ESTADO DE LA COMISION;;
CARTAGENA;LRL;1422;16-oct.-13;MEXICHEM RESINAS COLOMBIA S.A.S.;5.857.500;6.794.700;60;16-dic-13;19-dic.-13;17-oct-13;;PAGADA DICIEMBRE;;
CARTAGENA;LRL;1423;16-oct.-13;MEXICHEM RESINAS COLOMBIA S.A.S.;1.725.000;2.001.000;60;16-dic-13;19-dic.-13;17-oct-13;;PAGADA DICIEMBRE;;
BOGOTA;JUM;1424;21-oct.-13;INDUSTRIA COLOMBIANA DE LACTEOS;321.300;372.708;30;20-nov-13;22-nov.-13;21-oct-13;;PAGADA NOVIEMBRE;;
MEDELLIN;DAQ;1425;21-oct.-13;EUROCERAMICA S.A.;305.000;353.800;30;21-nov-13;22-nov.-13;22-oct-13;;PAGADA NOVIEMBRE;;
MEDELLIN;DAQ;1426;21-oct.-13;NEW STETIC S.A.;842.800;977.648;30;21-nov-13;22-nov.-13;22-oct-13;;PAGADA NOVIEMBRE;;
MEDELLIN;DAQ;1427;21-oct.-13;INVESA S.A.;5.391.000;6.253.560;60;21-dic-13;20-dic.-13;22-oct-13;;PAGADA DICIEMBRE;;
BOGOTA;MAV;1428;22-oct.-13;PACKING S.A.;6.108.000;7.085.280;60;21-dic-13;9-ene.-14;22-oct-13;;PAGADA ENERO;;
BOGOTA;JUM;1429;23-oct.-13;PALMERAS DEL LLANO;3.588.000;4.162.080;30;23-nov-13;22-nov.-13;24-oct-13;;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1430;23-oct.-13;COLCERAMICA S.A.;5.382.000;6.243.120;60;23-dic-13;DEVUELTA;24-oct-13;;DEVUELTA;;
BOGOTA;JGG;1431;24-oct.-13;BALDOSINES TORINO S.A.;1.295.000;1.502.200;30;23-nov-13;3-dic.-13;24-oct-13;;PAGADA DICIEMBRE;;
MEDELLIN;DAQ;1432;24-oct.-13;CARTON COLOMBIA S.A.;38.000;44.080;60;24-dic-13;3-ene.-14;25-oct-13;;PAGADA ENERO;;
CALI;APM;1433;24-oct.-13;CARTONES AMERICA S.A.;4.806.700;5.575.772;30;24-nov-13;17-dic.-13;25-oct-13;;PAGADA DICIEMBRE;;
MEDELLIN;DAQ;1434;24-oct.-13;INDUSTRIAS HACEB S.A.;155.000;179.800;60;24-dic-13;DEVUELTA;25-oct-13;;DEVUELTA;;
BOGOTA;JGG;1435;24-oct.-13;PEGATEX;2.820.000;3.271.200;30;24-nov-13;20-dic.-13;25-oct-13;;PAGADA DICIEMBRE;;
BOGOTA;JGG;1436;24-oct.-13;PEGATEX;1.402.800;1.627.248;30;24-nov-13;20-dic.-13;25-oct-13;;PAGADA DICIEMBRE;;
BOGOTA;LRL;1437;25-oct.-13;PACIFIC STRATUS ENERGY COLOMBIA CORP;1.725.000;2.001.000;30;24-nov-13;26-nov.-13;25-oct-13;;PAGADA NOVIEMBRE;;
BOGOTA;LRL;1438;25-oct.-13;PACIFIC STRATUS ENERGY COLOMBIA CORP;1.725.000;2.001.000;30;24-nov-13;26-nov.-13;25-oct-13;;PAGADA NOVIEMBRE;;
BOGOTA;JUM;1439;25-oct.-13;PHILAAC LTDA.;3.500.000;4.060.000;60;24-dic-13;25-mar.-14;25-oct-13;;PAGADA MARZO;;
BOGOTA;JGG;1440;25-oct.-13;SUMINISTROS DE COLOMBIA S.A.;4.222.200;4.897.752;60;27-dic-13;10-ene.-14;28-oct-13;;PAGADA ENERO;;
BUCARAMANGA;LRL;1441;30-oct.-13;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;1.835.600;2.129.296;0;30-oct-13;28-oct.-13;30-oct-13;;PAGADA OCTUBRE;;
MEDELLIN;DAQ;1442;1-nov.-13;NEW STETIC S.A.;3.566.400;4.137.024;30;1-dic-13;12-dic.-13;1-nov-13;;PAGADA DICIEMBRE;;
CALI;APM;1443;1-nov.-13;Javier VARGAS OCCA / SSI;4.896.000;5.679.360;30;1-dic-13;25-nov.-13;1-nov-13;;PAGADA DICIEMBRE;;
MEDELLIN;DAQ;1444;1-nov.-13;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;6.214.000;7.208.240;30;1-dic-13;6-dic.-13;1-nov-13;;PAGADA DICIEMBRE;;
MEDELLIN;DAQ;1445;1-nov.-13;COLORQUIMICA S.A.;1.551.600;1.799.856;30;1-dic-13;13-dic.-13;1-nov-13;;PAGADA DICIEMBRE;;
MEDELLIN;DAQ;1446;1-nov.-13;NUBIOLA COLOMBIA PIGMENTOS S.A.;673.000;780.680;30;1-dic-13;13-dic.-13;1-nov-13;;PAGADA DICIEMBRE;;
BOGOTA;LRL;1447;1-nov.-13;HERMIEQUIPOS Y BOMBAS S.A.S.;5.023.000;5.826.680;30;1-dic-13;27-ene.-14;1-nov-13;;PAGADA ENERO;;
MEDELLIN;DAQ;1448;6-nov.-13;TABLEMAC S.A.;1.150.000;1.334.000;30;7-dic-13;10-dic.-13;7-nov-13;;PAGADA DICIEMBRE;;
BOGOTA;LRL;1449;6-nov.-13;DURESPO S.A.;100.600;116.696;0;6-nov-13;18-nov.-13;6-nov-13;;PAGADA NOVIEMBRE;;
CALI;APM;1450;6-nov.-13;COMPAÑÍA NACIONAL DE LEVADURAS S.A.;2.677.000;3.105.320;30;7-dic-13;4-dic.-13;7-nov-13;;PAGADA DICIEMBRE;;
BOGOTA;LRL;1451;6-nov.-13;ISMOCOL DE COLOMBIA S.A.;450.000;522.000;30;7-dic-13;5-dic.-13;7-nov-13;;PAGADA DICIEMBRE;;
MEDELLIN;JGG;1452;6-nov.-13;COLCERAMICA S.A.;461.900;535.804;60;6-ene-14;31-ene.-14;7-nov-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1453;6-nov.-13;COLCERAMICA S.A.;230.400;267.264;60;6-ene-14;31-ene.-14;7-nov-13;;PAGADA FEBRERO;;
MEDELLIN;DAQ;1454;6-nov.-13;Representaciones Oscar Jaramillo Plasticos Ojara S.A.;778.000;902.480;60;6-ene-14;17-ene.-14;7-nov-13;;PAGADA ENERO;;
MEDELLIN;DAQ;1455;6-nov.-13;INDUSTRIAS HACEB S.A.;218.000;252.880;60;6-ene-14;9-ene.-14;7-nov-13;;PAGADA FEBRERO;;
BOGOTA;LRL;1456;7-nov.-13;IQN S.A.S.;192.800;223.648;0;7-nov-13;18-nov.-13;7-nov-13;;PAGADA NOVIEMBRE;;
MEDELLIN;DAQ;1457;7-nov.-13;CONTEGRAL S.A.;4.441.250;5.151.850;30;8-dic-13;6-dic.-13;8-nov-13;;PAGADA DICIEMBRE;;
BOGOTA;JUM;1458;12-nov.-13;PHILAAC LTDA.;254.820;295.591;60;11-ene-14;25-mar.-14;12-nov-13;;PAGADA MARZO;;
;;1459;;ANULADA;;;;;;;;;;
BOGOTA;JUM;1460;13-nov.-13;PHILAAC LTDA.;6.900.000;8.004.000;60;12-ene-14;28-abr.-14;13-nov-13;;PAGADA ABRIL;;
BOGOTA;MAV;1461;15-nov.-13;INDUMIL COLOMBIA;2.321.430;2.692.859;30;15-dic-13;4-dic.-13;15-nov-13;;PAGADA DICIEMBRE;;
;;1462;;ANULADA;;;;;;;;;;
MEDELLIN;DAQ;1463;18-nov.-13;TABLEMAC S.A.;612.000;709.920;30;19-dic-13;19-dic.-13;19-nov-13;;PAGADA DICIEMBRE;;
BOGOTA;LRL;1464;18-nov.-13;FLOWTECH LTDA.;770.000;893.200;30;19-dic-13;26-dic.-13;19-nov-13;;PAGADA DICIEMBRE;;
CARTAGENA;LRL;1465;18-nov.-13;MEXICHEM RESINAS COLOMBIA S.A.S.;443.800;514.808;60;19-ene-14;23-ene.-14;20-nov-13;;PAGADA ENERO;;
MEDELLIN;JGG;1466;18-nov.-13;COLCERAMICA S.A.;753.600;874.176;60;19-ene-14;31-ene.-14;20-nov-13;;PAGADA FEBRERO;;
BOGOTA;JGG;1467;18-nov.-13;COLCERAMICA S.A.;1.906.500;2.211.540;60;19-ene-14;27-ene.-14;20-nov-13;;PAGADA ENERO;;
BOGOTA;LRL;1468;18-nov.-13;FLOWTECH LTDA.;110.950;128.702;30;19-dic-13;26-dic.-13;19-nov-13;;PAGADA DICIEMBRE;;
CARTAGENA;LRL;1469;18-nov.-13;MEXICHEM RESINAS COLOMBIA S.A.S.;3.438.000;3.988.080;60;19-ene-14;23-ene.-14;20-nov-13;;PAGADA ENERO;;
CARTAGENA;LRL;1470;18-nov.-13;MEXICHEM RESINAS COLOMBIA S.A.S.;932.300;1.081.468;60;19-ene-14;23-ene.-14;20-nov-13;;PAGADA ENERO;;
CARTAGENA;LRL;1471;18-nov.-13;MEXICHEM RESINAS COLOMBIA S.A.S.;1.484.000;1.721.440;60;19-ene-14;23-ene.-14;20-nov-13;;PAGADA ENERO;;
CARTAGENA;LRL;1472;18-nov.-13;MEXICHEM RESINAS COLOMBIA S.A.S.;840.000;974.400;60;19-ene-14;23-ene.-14;20-nov-13;;PAGADA ENERO;;
CARTAGENA;LRL;1473;18-nov.-13;MEXICHEM RESINAS COLOMBIA S.A.S.;1.968.000;2.282.880;60;19-ene-14;23-ene.-14;20-nov-13;;PAGADA ENERO;;
BOGOTA;JGG;1474;18-nov.-13;SUMINISTROS DE COLOMBIA S.A.;52.400;60.784;60;19-ene-14;27-ene.-14;20-nov-13;;PAGADA ENERO;;
BOGOTA;LRL;1475;18-nov.-13;DUEÑAS OROZCO REPRESENTACIONES LTDA.;5.169.600;5.996.736;30;19-dic-13;20-dic.-13;19-nov-13;;PAGADA DICIEMBRE;;
BOGOTA;LRL;1476;18-nov.-13;DUEÑAS OROZCO REPRESENTACIONES LTDA.;5.169.600;5.996.736;30;19-dic-13;20-dic.-13;19-nov-13;;PAGADA DICIEMBRE;;
CARTAGENA;LRL;1477;18-nov.-13;MEXICHEM RESINAS COLOMBIA S.A.S.;312.000;361.920;60;19-ene-14;23-ene.-14;20-nov-13;;PAGADA ENERO;;
MEDELLIN;DAQ;1478;18-nov.-13;SMURFIT KAPPA CARTÓN DE COLOMBIA;420.300;487.548;60;19-ene-14;20-ene.-14;20-nov-13;;PAGADA ENERO;;
MEDELLIN;DAQ;1479;18-nov.-13;CINTATEX S.A.;347.600;403.216;30;20-dic-13;24-ene.-14;20-nov-13;;PAGADA ENERO;;
MEDELLIN;JGG;1480;18-nov.-13;SUMINISTROS DE COLOMBIA S.A.;16.472.000;19.107.520;60;19-ene-14;27-ene.-14;20-nov-13;;PAGADA ENERO;;
CARTAGENA;LRL;1481;18-nov.-13;MEXICHEM RESINAS COLOMBIA S.A.S.;1.812.600;2.102.616;60;19-ene-14;23-ene.-14;20-nov-13;;PAGADA ENERO;;
CARTAGENA;JGG;1482;18-nov.-13;CARBOQUIMICA S.A.S.;257.700;298.932;30;20-dic-13;24-dic.-13;20-nov-13;;PAGADA DICIEMBRE;;
;;1483;;ANULADA;;;;;;;;;;
MEDELLIN;DAQ;1484;18-nov.-13;COOPERATIVA COLANTA LTDA.;7.595.250;8.810.490;30;20-dic-13;13-ene.-14;20-nov-13;;PAGADA ENERO;;
CALI;APM;1485;18-nov.-13;Javier VARGAS OCCA / SSI;19.584.000;22.717.440;30;20-dic-13;25-nov.-13;20-nov-13;;PAGADA DICIEMBRE;;
BOGOTA;JGG;1486;19-nov.-13;COLCERAMICA S.A.;1.528.500;1.773.060;60;19-ene-14;27-ene.-14;20-nov-13;;PAGADA ENERO;;
BOGOTA;JGG;1487;19-nov.-13;BALDOSINES TORINO S.A.;470.250;545.490;30;20-dic-13;21-ene.-14;20-nov-13;;PAGADA ENERO;;
BOGOTA;JUM;1488;20-nov.-13;INDUSTRIA COLOMBIANA DE LACTEOS.;1.643.000;1.905.880;30;20-dic-13;20-dic.-13;20-nov-13;;PAGADA DICIEMBRE;;
BOGOTA;LRL;1489;20-nov.-13;IQN S.A.S.;229.600;266.336;0;20-nov-13;24-nov.-13;20-nov-13;;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;1490;20-nov.-13;SUMINISTROS DE COLOMBIA S.A.;1.775.200;2.059.232;60;20-ene-14;27-ene.-14;21-nov-13;;PAGADA ENERO;;
BUCARAMANGA;LRL;1491;20-nov.-13;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;1.835.600;2.129.296;0;21-nov-13;18-nov.-13;21-nov-13;;PAGADA NOVIEMBRE;;
BUCARAMANGA;LRL;1492;20-nov.-13;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;230.000;266.800;0;21-nov-13;20-nov.-13;21-nov-13;;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;1493;20-nov.-13;COLCERAMICA S.A.;243.600;282.576;60;20-ene-14;31-ene.-14;21-nov-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1494;20-nov.-13;COLCERAMICA S.A.;336.000;389.760;60;20-ene-14;31-ene.-14;21-nov-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1495;20-nov.-13;COLCERAMICA S.A.;555.000;643.800;60;20-ene-14;31-ene.-14;21-nov-13;;PAGADA FEBRERO;;
MEDELLIN;DAQ;1496;20-nov.-13;EUROCERAMICA S.A.;191.200;221.792;30;22-dic-13;3-ene.-14;22-nov-13;;PAGADA ENERO;;
MEDELLIN;DAQ;1497;20-nov.-13;NEW STETIC S.A.;842.800;977.648;30;22-dic-13;15-ene.-14;22-nov-13;;PAGADA ENERO;;
CALI;APM;1498;20-nov.-13;COMPAÑÍA NACIONAL DE LEVADURAS S.A.;590.000;684.400;30;22-dic-13;15-ene.-14;22-nov-13;;PAGADA ENERO;;
BOGOTA;LRL;1499;22-nov.-13;IQN S.A.S.;33.200;38.512;0;22-nov-13;24-nov.-13;22-nov-13;;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;1500;22-nov.-13;SUMINISTROS DE COLOMBIA S.A.;5.813.000;6.743.080;60;24-ene-14;27-ene.-14;25-nov-13;;PAGADA ENERO;;
MEDELLIN;JGG;1501;22-nov.-13;COLCERAMICA S.A.;1.402.200;1.626.552;60;24-ene-14;31-ene.-14;25-nov-13;;PAGADA FEBRERO;;
CALI;APM;1502;22-nov.-13;CARTONERA NACIONAL S.A.;403.000;467.480;30;25-dic-13;8-ene.-14;25-nov-13;;PAGADA ENERO;;
BOGOTA;LRL;1503;25-nov.-13;HERMIEQUIPOS Y BOMBAS S.A.S.;3.800.000;4.408.000;30;25-dic-13;25-feb.-14;25-nov-13;;PAGADA FEBRERO;;
CALI;APM;1504;25-nov.-13;CEMENTOS ARGOS S.A.;1.077.600;1.250.016;60;25-ene-14;24-ene.-14;26-nov-13;;PAGADA ENERO;;
BOGOTA;JGG;1505;25-nov.-13;SUMINISTROS DE COLOMBIA S.A.;1.272.300;1.475.868;60;25-ene-14;10-feb.-14;26-nov-13;;PAGADA FEBRERO;;
;;1506;;ANULADA;;;;;;;;;;
MEDELLIN;DAQ;1507;26-nov.-13;DISOLVENTES Y PETROLEOS DE ANTIOQUIA S.A.S.;6.457.000;7.490.120;0;27-nov-13;13-mar.-14;27-nov-13;;PAGADA MARZO;;
MEDELLIN;DAQ;1508;1-dic.-13;INVESA S.A.;378.600;439.176;60;31-ene-14;DEVUELTA;2-dic-13;;DEVUELTA;;
CALI;APM;1509;1-dic.-13;CARTONERA NACIONAL S.A.;1.153.200;1.337.712;30;1-ene-14;8-ene.-14;2-dic-13;;PAGADA ENERO;;
BOGOTA;JUM;1510;1-dic.-13;CARLOS BUITRAGRO BUITRAGO;180.000;208.800;0;1-dic-13;30-nov.-13;1-dic-13;;PAGADA DICIEMBRE;;
;;1511;;ANULADA;;;;;;;;;;
BOGOTA;MAV;1512;1-dic.-13;PACKING S.A.;186.000;215.760;60;31-ene-14;31-ene.-14;2-dic-13;;PAGADA FEBRERO;;
BOGOTA;MAV;1513;1-dic.-13;PHARMETIQUE S. A.;590.000;684.400;30;1-ene-14;19-dic.-13;2-dic-13;;PAGADA DICIEMBRE;;
BOGOTA;JUM;1514;1-dic.-13;EXTRACTORA DEL SUR DE CASANARE S.A.S.;2.150.000;2.494.000;45;16-ene-14;17-ene.-14;2-dic-13;;PAGADA ENERO;;
BOGOTA;MAV;1515;2-dic.-13;INDUMIL COLOMBIA;26.539.800;30.786.168;30;1-ene-14;24-dic.-13;2-dic-13;;PAGADA DICIEMBRE;;
BOGOTA;MAV;1516;2-dic.-13;INDUMIL COLOMBIA;5.791.200;6.717.792;30;1-ene-14;12-dic.-13;2-dic-13;;PAGADA DICIEMBRE;;
;;1517;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;1518;3-dic.-13;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;358.000;415.280;30;3-ene-14;10-ene.-14;4-dic-13;;PAGADA ENERO;;
MEDELLIN;JGG;1519;3-dic.-13;COLCERAMICA S.A.;1.085.880;1.259.621;60;2-feb-14;10-feb.-14;4-dic-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1520;3-dic.-13;COLCERAMICA S.A.;1.033.900;1.199.324;60;2-feb-14;10-feb.-14;4-dic-13;;PAGADA FEBRERO;;
BOGOTA;JUM;1521;4-dic.-13;LABORATORIOS DECNO S.A.S.;322.000;373.520;0;5-dic-13;9-dic.-13;5-dic-13;;PAGADA DICIEMBRE;;
;;1522;;ANULADA;;;;;;;;;;
BOGOTA;MAV;1523;5-dic.-13;PRESH TECH;403.000;467.480;30;4-ene-14;24-ene.-14;5-dic-13;;PAGADA ENERO;;
BOGOTA;JUM;1524;9-dic.-13;PHILAAC LTDA.;95.000;110.200;60;7-feb-14;28-abr.-14;9-dic-13;;PAGADA ABRIL;;
MEDELLIN;DAQ;1525;11-dic.-13;CONTEGRAL S.A.;5.561.010;6.450.772;30;11-ene-14;8-ene.-14;12-dic-13;;PAGADA ENERO;;
MEDELLIN;JGG;1526;11-dic.-13;NUBIOLA COLOMBIA PIGMENTOS S.A.;658.000;763.280;30;11-ene-14;13-ene.-14;12-dic-13;;PAGADA ENERO;;
MEDELLIN;JGG;1527;11-dic.-13;INDUSTRIAS HACEB S.A.;1.032.950;1.198.222;60;10-feb-14;13-feb.-14;12-dic-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1528;11-dic.-13;SUMINISTROS DE COLOMBIA S.A.;1.920.000;2.227.200;60;10-feb-14;25-feb.-14;12-dic-13;;PAGADA FEBRERO;;
CALI;APM;1529;12-dic.-13;FERROAIRE;2.700.000;3.132.000;45;27-ene-14;26-mar.-14;13-dic-13;;PAGADA MARZO;;
BOGOTA;JUM;1530;13-dic.-13;PALMERAS DEL LLANO;1.180.000;1.368.800;30;15-ene-14;17-ene.-14;16-dic-13;;PAGADA ENERO;;
;;1531;;ANULADA;;;;;;;;;;
BOGOTA;JUM;1532;13-dic.-13;FIAMME S.A. ;129.000;149.640;0;13-dic-13;13-dic.-13;13-dic-13;;PAGADA DICIEMBRE;;
BOGOTA;LRL;1533;16-dic.-13;METAPETROLEUM CORP SUCURSAL COLOMBIA;22.855.560;26.512.450;30;15-ene-14;16-ene.-14;16-dic-13;;PAGADA ENERO;;
BOGOTA;JGG;1534;16-dic.-13;HOCOL S.A.;262.290.000;304.256.400;30;15-ene-14;15-ene.-14;16-dic-13;;PAGADA ENERO;;
MEDELLIN;DAQ;1535;17-dic.-13;EUROCERAMICA S.A.;262.800;304.848;30;17-ene-14;31-ene.-14;18-dic-13;;PAGADA FEBRERO;;
MEDELLIN;DAQ;1536;17-dic.-13;C.I. Unión de Bananeros de Urabá S.A.Uniban;106.500;123.540;30;17-ene-14;17-ene.-14;18-dic-13;;PAGADA ENERO;;
MEDELLIN;JGG;1537;17-dic.-13;SUMINISTROS DE COLOMBIA S.A.;275.200;319.232;60;16-feb-14;25-feb.-14;18-dic-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1538;17-dic.-13;COLCERAMICA S.A.;336.000;389.760;60;16-feb-14;25-feb.-14;18-dic-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1539;17-dic.-13;COLCERAMICA S.A.;82.080;95.213;60;16-feb-14;25-feb.-14;18-dic-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1540;17-dic.-13;SULFOQUIMICA S.A.;442.600;513.416;30;17-ene-14;14-feb.-14;18-dic-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1541;17-dic.-13;INDUSTRIAS HACEB S.A.;110.000;127.600;60;16-feb-14;21-feb.-14;18-dic-13;;PAGADA FEBRERO;;
BOGOTA;JGG;1542;17-dic.-13;BAVARIA S.A.;1.750.000;2.030.000;30;17-ene-14;19-feb.-14;18-dic-13;;PAGADA FEBRERO;;
;;1543;;ANULADA;;;;;;;;;;
CALI;APM;1544;17-dic.-13;INVESA S.A.;2.656.800;3.081.888;60;16-feb-14;21-feb.-14;18-dic-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1545;19-dic.-13;COLCERAMICA S.A.;345.800;401.128;60;21-feb-14;25-feb.-14;23-dic-13;;PAGADA FEBRERO;;
;;1546;;ANULADA;;;;;;;;;;
BOGOTA;JUM;1547;20-dic.-13;EXTRACTORA DEL SUR DE CASANARE S.A.S.;30.380.000;35.240.800;45;3-feb-14;6-mar.-14;20-dic-13;;PAGADA ENERO;;
BOGOTA;JGG;1548;20-dic.-13;COLCERAMICA S.A.;3.420.000;3.967.200;60;21-feb-14;26-feb.-14;23-dic-13;;PAGADA FEBRERO;;
BOGOTA;JGG;1549;20-dic.-13;SUMINISTROS DE COLOMBIA S.A.;378.600;439.176;60;21-feb-14;25-feb.-14;23-dic-13;;PAGADA FEBRERO;;
;;1550;;ANULADA;;;;;;;;;;
BOGOTA;LRL;1551;20-dic.-13;MASTER CONTROLS LTDA.;312.555;362.564;30;19-ene-14;CRUZADA;20-dic-13;;PAGADA JUNIO;;
BOGOTA;JGG;1552;20-dic.-13;CONTEGRAL S.A.;5.960.000;6.913.600;30;22-ene-14;20-ene.-14;23-dic-13;;PAGADA ENERO;;
MEDELLIN;JGG;1553;23-dic.-13;COLCERAMICA S.A.;352.100;408.436;60;24-feb-14;25-feb.-14;26-dic-13;;PAGADA FEBRERO;;
MEDELLIN;JGG;1554;1-ene.-14;EUROCERAMICA S.A.;610.000;707.600;30;31-ene-14;7-feb.-14;1-ene-14;;PAGADA FEBRERO;;
CALI;APM;1555;1-ene.-14;COMPAÑÍA NACIONAL DE LEVADURAS S.A.;7.566.000;8.776.560;30;31-ene-14;29-ene.-14;1-ene-14;;PAGADA ENERO;;
CALI;APM;1556;1-ene.-14;CARTONERA NACIONAL S.A.;51.000;59.160;30;31-ene-14;6-feb.-14;1-ene-14;;PAGADA FEBRERO;;
MEDELLIN;JGG;1557;1-ene.-14;COLCERAMICA S.A.;2.819.000;3.270.040;60;2-mar-14;10-mar.-14;1-ene-14;;PAGADA MARZO;;
CARTAGENA;LRL;1558;1-ene.-14;MEXICHEM RESINAS COLOMBIA S.A.S.;1.179.000;1.367.640;60;2-mar-14;6-mar.-14;1-ene-14;;PAGADA MARZO;;
CARTAGENA;LRL;1559;1-ene.-14;MEXICHEM RESINAS COLOMBIA S.A.S.;4.401.800;5.106.088;60;2-mar-14;6-mar.-14;1-ene-14;;PAGADA MARZO;;
CARTAGENA;LRL;1560;1-ene.-14;MEXICHEM RESINAS COLOMBIA S.A.S.;1.178.100;1.366.596;60;2-mar-14;6-mar.-14;1-ene-14;;PAGADA MARZO;;
;;1561;;ANULADA;;;;;;;;;;
CALI;APM;1562;1-ene.-14;CARTONES AMERICA S.A.;265.600;308.096;30;31-ene-14;13-mar.-14;1-ene-14;;PAGADA MARZO;;
MEDELLIN;JGG;1563;1-ene.-14;ENKA DE COLOMBIA;1.055.600;1.224.496;30;31-ene-14;31-ene.-14;1-ene-14;;PAGADA FEBRERO;;
MEDELLIN;JGG;1564;1-ene.-14;PINTUCO COLOMBIA S.A.;339.200;393.472;30;31-ene-14;6-feb.-14;1-ene-14;;PAGADA FEBRERO;;
BOGOTA;LRL;1565;1-ene.-14;SUMINISTROS DE COLOMBIA S.A.;286.400;332.224;60;2-mar-14;10-mar.-14;1-ene-14;;PAGADA MARZO;;
MEDELLIN;JGG;1566;1-ene.-14;TABLEMAC S.A.;995.000;1.154.200;30;31-ene-14;30-ene.-14;1-ene-14;;PAGADA ENERO;;
MEDELLIN;JGG;1567;1-ene.-14;TABLEMAC S.A.;454.000;526.640;30;31-ene-14;30-ene.-14;1-ene-14;;PAGADA ENERO;;
MEDELLIN;JGG;1568;7-ene.-14;COLCERAMICA S.A.;373.600;433.376;60;9-mar-14;25-mar.-14;8-ene-14;;PAGADA MARZO;;
MEDELLIN;JGG;1569;7-ene.-14;COLCERAMICA S.A.;249.000;288.840;60;9-mar-14;25-mar.-14;8-ene-14;;PAGADA MARZO;;
CARTAGENA;LRL;1570;7-ene.-14;MEXICHEM RESINAS COLOMBIA S.A.S.;156.000;180.960;60;9-mar-14;20-mar.-14;8-ene-14;;PAGADA MARZO;;
MEDELLIN;JGG;1571;9-ene.-14;COLCERAMICA S.A.;3.760.000;4.361.600;60;11-mar-14;25-mar.-14;10-ene-14;;PAGADA MARZO;;
BOGOTA;JGG;1572;9-ene.-14;ALPINA PRODUCTOS ALIMENTICIOS S.A.;2.973.200;3.448.912;30;9-feb-14;28-jul.-14;10-ene-14;;PAGADA JULIO;;
BOGOTA;MAV;1573;10-ene.-14;PACKING S.A.;7.950.000;9.222.000;60;11-mar-14;13-mar.-14;10-ene-14;;PAGADA MARZO;;
BOGOTA;MAV;1574;10-ene.-14;PACKING S.A.;111.000;128.760;60;11-mar-14;13-mar.-14;10-ene-14;;PAGADA MARZO;;
MEDELLIN;JGG;1575;10-ene.-14;SUMINISTROS DE COLOMBIA S.A.;9.381.540;10.882.586;60;14-mar-14;25-mar.-14;13-ene-14;;PAGADA MARZO;;
CALI;APM;1576;10-ene.-14;INGENIO SAN CARLOS S.A.;8.390.000;9.732.400;60;14-mar-14;30-abr.-14;13-ene-14;;PAGADA MAYO;;
CALI;APM;1577;10-ene.-14;CARTONES AMERICA S.A.;1.124.640;1.304.582;30;12-feb-14;13-mar.-14;13-ene-14;;PAGADA MARZO;;
BOGOTA;JUM;1578;15-ene.-14;PEPSICO ALIMENTOS Z.F. LTDA.;7.100.000;8.236.000;60;16-mar-14;2-abr.-14;15-ene-14;;PAGADA ABRIL;;
BOGOTA;JGG;1579;15-ene.-14;CASA LUKER S.A.;3.342.000;3.876.720;30;14-feb-14;13-feb.-14;15-ene-14;;PAGADA FEBRERO;;
MEDELLIN;JGG;1580;17-ene.-14;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;550.000;638.000;30;19-feb-14;21-feb.-14;20-ene-14;;PAGADA FEBRERO;;
CALI;APM;1581;17-ene.-14;CARTONES AMERICA S.A.;490.200;568.632;30;19-feb-14;13-mar.-14;20-ene-14;;PAGADA MARZO;;
MEDELLIN;JGG;1582;17-ene.-14;COLCERAMICA S.A.;517.100;599.836;60;21-mar-14;25-mar.-14;20-ene-14;;PAGADA MARZO;;
BOGOTA;JGG;1583;20-ene.-14;SMURFIT KAPPA CARTÓN DE COLOMBIA;7.266.200;8.428.792;60;21-mar-14;1-abr.-14;20-ene-14;;PAGADA ABRIL;;
MEDELLIN;JGG;1584;22-ene.-14;SUMINISTROS DE COLOMBIA S.A.;286.200;331.992;60;24-mar-14;10-abr.-14;23-ene-14;;PAGADA ABRIL;;
MEDELLIN;JGG;1585;22-ene.-14;CORRUGADOS DEL DARIEN S.A.;19.200;22.272;60;24-mar-14;28-feb.-14;23-ene-14;;PAGADA FEBRERO;;
